Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
0,-20.774487463165073,-39.356281846192935,-77.97088192608473,-83.05907034608407,-100.0,-100.0,-96.07019445824503,-98.82036830774163,-53.77219508584044,-65.76505739810617,-84.04977375469167,-86.63506384286273,-31.495738256109085,-48.20885800803449,-97.98956964519041,-22.58212496320475,-41.391447605443346,-82.68675858040388,-22.19053052651033,-4.735419099113209,-22.223065829681445,-44.56905339753232,-100.0,-100.0,-100.0
1,27.56264236875127,-30.893500674538828,-49.996188731165276,-56.88716972722771,-55.576623550359415,-57.21967212788712,-55.47123789565467,-57.12694147495573,-66.42630068887277,-72.40132096218228,-72.12346476974743,-75.76267298777259,-73.08221061364061,-61.09422492574206,-97.98956964519041,25.511532729362145,-30.27784018633656,-82.68675858040388,23.516828289731407,-1.7072228827999858,26.824083209919166,-40.02039055063325,-100.0,-100.0,-100.0
2,26.74259681995676,-59.6495588421967,-50.04192393220444,-56.97895495114771,-55.698516959962404,-57.03606556782171,-55.49834000006776,-57.12694147495573,-67.10862991397306,-72.16543481495235,-72.12346476974743,-72.65846012701776,-73.08221061364061,-61.09422492574206,-97.98956964519041,27.30843749460948,-78.01243166351973,-82.68675858040388,24.172846547050128,-36.80957899762457,28.418495173946738,-59.29731000048825,-100.0,-100.0,-100.0
3,-96.87167805591795,-77.97937119474142,-50.13339430930525,-56.93961844195555,-55.684973237922065,-57.23278689138631,-55.49834000006776,-57.08762041181843,-66.47282313626968,-74.99606856367606,-72.12346476974743,-76.14496521039905,-73.08221061364061,-61.09422492574206,-97.98956964519041,-96.6326910732499,-96.27050101033447,-82.68675858040388,-93.56816885239292,-38.359727059551986,-96.50747855120797,-80.34663947897799,-100.0,-100.0,-100.0
4,-96.75018982583107,-52.354914874078965,-49.889473278725575,-56.93961844195555,-55.6578858160314,-56.90491804026585,-55.511891041173286,-57.00897830701837,-63.759013724262545,-75.67227551477437,-72.12346476974743,-76.74134108170495,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-72.54549539518382,-82.68675858040388,-93.26868225688396,-26.81344149472061,-97.37301647556792,-65.72817817752397,-100.0,-100.0,-100.0
5,-96.76537585313018,-54.455076424551415,-50.087659108266095,-56.97895495114771,-55.64434211618108,-57.2459016333983,-55.56609527220151,-57.00897830701837,-66.7054353732542,-76.49001415163413,-72.12346476974743,-75.13571373915767,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-72.54549539518382,-82.68675858040388,-93.51112378679309,-26.818591487754823,-97.37301647556792,-65.72817817752397,-100.0,-100.0,-100.0
6,-96.76537585313018,-54.455076424551415,-50.072414057904716,-56.926506257902844,-55.739148103893406,-56.90491804026585,-55.49834000006776,-57.00897830701837,-67.12413739474488,-72.21261204439834,-72.12346476974743,-75.36508907273354,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-72.54549539518382,-82.68675858040388,-93.53964631970983,-23.52774560053978,-97.37301647556792,-64.81844559786481,-100.0,-100.0,-100.0
7,-96.76537585313018,-54.455076424551415,-49.996188731165276,-57.17563758304043,-55.63079839414074,-57.0491803313209,-55.63385052213321,-57.04829937015567,-64.03814840610323,-75.49929234099791,-72.12346476974743,-72.59729336989429,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-72.54549539518382,-82.68675858040388,-93.28294352416013,-21.0814986603756,-97.37301647556792,-69.82197474744264,-100.0,-100.0,-100.0
8,-96.76537585313018,-54.455076424551415,-50.01143380650417,-57.17563758304043,-55.60371097225007,-56.85245900775629,-55.57964631330703,-57.022085335222314,-66.72094285402602,-75.42066362611344,-72.12346476974743,-73.49950301930134,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-77.86265258828001,-82.68675858040388,-93.28294352416013,-31.463885680502862,-97.37301647556792,-70.54348678894846,-100.0,-100.0,-100.0
9,-96.76537585313018,-54.76575121229279,-50.02667885686555,-57.044515828445284,-55.52244870657808,-57.15409835336559,-55.56609527220151,-57.07451340508902,-66.89152516030109,-71.677936781638,-72.12346476974743,-75.34979738533171,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-77.86265258828001,-82.68675858040388,-93.28294352416013,-29.733487843814988,-97.37301647556792,-66.66928084259229,-100.0,-100.0,-100.0
10,-96.76537585313018,-49.794954649150924,-50.087659108266095,-57.09696452169015,-55.64434211618108,-57.140983611353604,-55.5931973766146,-57.06140637688508,-66.89152516030109,-75.01179430768354,-72.12346476974743,-76.29788209944962,-73.08221061364061,-61.09422492574206,-97.98956964519041,-97.37259303322763,-54.60196211717002,-82.68675858040388,-93.28294352416013,-29.733487843814988,-97.37301647556792,-66.66928084259229,-100.0,-100.0,-100.0
11,-96.76537585313018,-48.98720020509536,-49.93520847976473,-57.13630105236528,-55.52244870657808,-57.03606556782171,-55.56609527220151,-57.022085335222314,-66.89152516030109,-72.24406353241334,-72.25274725197622,-75.28863062820824,-75.50178718764478,-61.09422492574206,-97.98956964519041,-97.44809323554789,-40.89717666893135,-82.68675858040388,-93.3114660563759,-26.597141764501796,-97.34264672272299,-55.125088229895866,-100.0,-100.0,-100.0
12,-96.76537585313018,-51.05008077370921,-50.072414057904716,-57.05762801249799,-55.63079839414074,-56.931147545777016,-55.49834000006776,-56.99587127881442,-66.89152516030109,-75.1847774788835,-72.33354880303824,-73.31600275294173,-75.50178718764478,-63.2001736876875,-97.98956964519041,-97.44809323554789,-52.714745758351924,-82.68675858040388,-93.3114660563759,-24.732844097111563,-97.34264672272299,-66.93592658141934,-100.0,-100.0,-100.0
13,-96.76537585313018,-49.88194358646089,-50.14863938464415,-57.05762801249799,-55.59016727239975,-57.11475410584243,-55.511891041173286,-57.022085335222314,-66.89152516030109,-72.03962887062188,-72.33354880303824,-74.01942044357656,-75.50178718764478,-63.2001736876875,-97.98956964519041,-97.44809323554789,-52.714745758351924,-82.68675858040388,-93.3114660563759,-24.732844097111563,-97.34264672272299,-66.93592658141934,-100.0,-100.0,-100.0
14,-90.66059225437857,-46.68820679209723,-50.01143380650417,-57.17563758304043,-55.563079828319076,-56.90491804026585,-18.138085236771246,-20.886034475235363,-66.89152516030109,-77.02468941697099,-72.33354880303824,-74.47817111323369,-40.15672257506382,-32.00173685908947,-97.98956964519041,-91.1211764622071,-54.88654234442003,-82.68675858040388,-87.59269823145368,-37.47907816041786,-90.99536861274028,-70.32389616538596,-100.0,-100.0,-68.56617846279428
15,-90.66059225437857,-51.90754317321616,-49.996188731165276,-57.09696452169015,-55.563079828319076,-56.865573771255484,33.19330578350477,7.3989121169167476,-66.11615104294773,-73.0460764252656,-72.33354880303824,-76.2825904120478,-17.156997529261574,-29.49413809168034,-97.98956964519041,-91.34767706174587,12.169549907399613,-82.68675858040388,-87.39304050127015,-39.230075971773914,-91.22314175223558,-0.6979844684545071,-100.0,-100.0,53.84615377917717
16,-89.4153378889592,-50.66484404261073,-50.01143380650417,-57.03140366587556,-41.62659985650695,-43.51475409088734,33.27461209674402,7.3464840470500405,-65.93006125336011,-74.8073596458921,-47.60827408803429,-53.11568162567986,-17.06076436866047,-29.472427264134623,-97.98956964519041,-90.0037734980501,15.958960518817477,-82.68675858040388,-86.45179691945717,-42.29432214101416,-89.68946928792691,3.678142895844985,-100.0,-100.0,53.84615377917717
17,-89.40015185917201,-52.765005593083174,-49.96569860546501,-57.01829148182285,11.004266269225127,-14.124590168152977,33.20685682461027,7.412019145120709,-68.48879584240471,-74.8073596458921,-31.52876535255406,-49.73621837164907,-19.466593338639882,-29.656969173774705,-97.98956964519041,-90.0943737388552,30.412641343254805,-82.68675858040388,-86.437535652181,-41.52182310656757,-89.71983904151821,19.06517136948841,-100.0,24.433677655383548,53.84615377917717
18,-89.40015185917201,-52.777432587036046,-49.996188731165276,-56.88716972722771,10.950091425443816,-14.137704910164942,33.23395892902337,7.3464840470500405,-68.20966116056402,-71.91382292629142,-30.979314806391315,-49.47625964823721,-22.518559247301546,-29.179331305693474,-97.98956964519041,-90.0943737388552,40.58264059522244,-82.68675858040388,-86.56588705065681,-39.297025887968864,-89.71983904151821,32.11512823601481,-100.0,33.3333333261875,53.84615377917717
19,-88.20045558062614,-45.96744128535165,24.826587405396424,-14.128368187565698,10.89591658166249,-14.072131135643417,33.166203679091666,7.35959105377944,-19.841823676309765,-50.888504476519856,-33.758888154452585,-48.971633926396166,-23.3159197176358,-29.179331305693474,-97.98956964519041,-88.7202700957157,37.871639317677875,-82.68675858040388,-85.08271534506133,-41.45487319037261,-88.80874648851282,27.801741042533635,-20.69344987996712,33.3333333261875,53.84615377917717
20,-88.20045558062614,-47.57052317950991,24.75036207865699,-14.0365829636457,11.004266269225127,-14.072131135643417,33.220407887917844,7.412019145120709,-19.593703958553427,-50.888504476519856,-31.641887526159074,-47.25896476201456,-24.195765744546406,-30.9921841074192,-97.98956964519041,-88.7202700957157,58.3464389883473,-82.68675858040388,-85.08271534506133,-35.09463114172688,-88.50504897250296,45.604266349666176,58.73016268582674,33.3333333261875,53.84615377917717
21,-81.85269552020792,-27.463651056150972,62.32944586326684,28.853340330611445,99.75621318079399,39.67213115747441,99.9186936645587,28.868208939211485,21.919826323317267,-9.545526016090022,76.64835166893681,4.472819017256441,57.40995325141208,-11.311333041129714,-97.98956964519041,-82.46885352469516,41.63109411699257,-82.68675858040388,-79.29264118609484,-34.5538818174455,-82.32480449483293,30.21723787602278,58.73016268582674,50.00000001071882,53.84615377917717
22,-81.85269552020792,-27.72461786808089,62.28371066222766,28.9057890238563,99.70203833701268,39.67213115747441,99.83738735131945,28.85510191100755,22.7882453227607,-9.828589387612936,76.61603102521218,4.289318768434569,56.40637887837494,-11.311333041129714,-97.98956964519041,-82.46885352469516,36.28398112897109,-82.68675858040388,-79.29264118609484,-28.008240001005095,-82.32480449483293,23.64520430179664,58.73016268582674,50.00000001071882,53.84615377917717
23,-77.403189063761,-7.232509013623471,62.34469091362823,28.918901207909016,99.52597008362835,39.69836066298558,99.81028524690632,28.84199488280359,30.5419864962943,-11.967290454113353,88.18681319130846,4.5951525415249534,56.915039866905886,-10.833695190833986,-97.98956964519041,-79.16194475757469,30.906912304306616,-82.68675858040388,-75.44209925752244,-33.858632686949825,-79.12079568749422,21.29244766482421,58.73016268582674,50.00000001071882,53.84615377917717
