Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
0,-20.470766892301995,-49.58369579267239,-49.73702262524671,-60.12587686808426,-67.68470237812667,-67.21311475902985,-75.63520564378338,-75.39812569178861,-45.56873690640585,-59.34895424240548,-57.46606335467015,-62.82590412047804,-61.25927961689355,-63.60182370915814,-21.77460837115865,-98.61079631689125,-77.92256421739431,-65.2880196775732,-21.577296075693255,-5.229818481024033,-20.021258818706784,-53.3997333525034,-100.0,-100.0,-100.0
1,-4.874715251301069,-37.09456939469333,-25.009528159598048,-35.57988591597913,-33.459741302156445,-35.5147540934658,-33.369469471070644,-35.64453764593159,-51.25998294673348,-62.8086177076285,-63.28377504702272,-63.52932181361825,-63.06021446251737,-52.257924446273904,-6.250488420862112,-98.61079631689125,-77.92256421739431,-59.52762639401037,-8.114660594134293,-7.114716117176005,-4.532685457421522,-52.56842599921632,-100.0,-100.0,-100.0
2,25.13287775208515,-40.673542940515546,-25.040018285298316,-35.46187634543671,-33.52745986797811,-35.659016384520854,-33.27461209452382,-35.64453764593159,-56.65658680412264,-66.58279603754244,-63.10601163362717,-63.666947012761625,-60.58564751520991,-54.07077724799964,24.843159994591744,-98.61079631689125,-77.92256421739431,-67.08346693055793,22.033656595818755,-17.19840351600574,25.123377113297806,-47.43941650800185,-100.0,-100.0,-100.0
3,-90.50873196645895,-76.3638623086663,-25.238204114838837,-35.59299810003185,-33.459741302156445,-35.593442631486525,-33.39657157548373,-35.55278851292758,-52.903776060989536,-61.912250353307755,-62.03943115590155,-64.01865586058443,-62.84025295578972,-54.07077724799964,-88.22462220881755,-98.61079631689125,-77.92256421739431,-98.54654269571235,-85.32515687240024,-41.011973743866555,-91.73942753094508,-93.19269076978614,-100.0,-100.0,-100.0
4,-95.64160971854413,-62.58232881852241,-24.963792958558898,-35.488100692059135,-33.459741302156445,-35.44918031894427,-33.369469471070644,-35.55278851292758,-56.37745211974121,-64.23966032213309,-60.69812540244686,-63.37640492206229,-60.81935660343825,-54.07077724799964,-95.28380247686647,-98.61079631689125,-77.92256421739431,-82.71882013880557,-92.21334854387132,-24.248744701269167,-96.08230202829657,-70.91992783955676,-100.0,-100.0,-100.0
5,-95.64160971854413,-52.914129479797396,-24.963792958558898,-35.47498852948941,-33.419110180415444,-35.580327867987336,-33.342367366657555,-35.592109576064885,-53.97379234857763,-66.14247523109756,-63.396897217980026,-62.000152915596274,-63.43139950540183,-54.07077724799964,-95.28380247686647,-98.61079631689125,-77.92256421739431,-82.71882013880557,-92.21334854387132,-24.336294587069638,-96.08230202829657,-67.7044937638881,-100.0,-100.0,-100.0
6,-99.4229309036662,-79.73157698579394,-24.97903803389778,-35.65855897732942,-33.51391616812778,-35.50163935145382,-33.38302053437822,-35.61832361099823,-54.60959912374027,-62.63563453385204,-62.459599222483206,-65.47136631157574,-63.80258454828629,-54.07077724799964,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.78443946199454,-93.63947518433429,-26.154242318839515,-97.55523498592021,-64.81844559786481,-100.0,-100.0,-100.0
7,-99.4229309036662,-79.73157698579394,-25.161978813076914,-35.50121287611185,-33.37847903648445,-35.47540982445544,-33.355918429965115,-56.982764272085014,-54.54756920065305,-65.57634848289871,-62.81512604927431,-66.09832556019066,-63.80258454828629,-79.92835432067709,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.78443946199454,-93.62521391799274,-25.438393213675663,-97.55523498592021,-61.10109010425281,-100.0,-100.0,-100.0
8,-96.9779802579593,-54.405368469100026,-25.100998536698867,-35.47498852948941,-33.51391616812778,-35.67213114802004,-33.39657157548373,-57.11383444675178,-52.035357061546094,-62.934423651958966,-62.29799612035914,-65.93011698123287,-64.4899642562471,-60.83369518194122,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.78443946199454,-93.2972047914363,-23.641045464167938,-97.28190722051617,-68.66128145881181,-100.0,-100.0,-100.0
9,-96.9779802579593,-54.405368469100026,-25.024773234936944,-35.68478332395185,-33.405566458375105,-35.43606557693229,-33.369469471070644,-57.022085335222314,-56.08280995458797,-65.6549771977832,-59.79314802684531,-66.58765960715684,-61.74044541989906,-62.66825879520572,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.78443946199454,-93.56816885239292,-25.330243348988144,-97.28190722051617,-64.12830366746653,-100.0,-100.0,-100.0
10,-99.33181473041681,-79.73157698579394,-25.146733737738032,-35.47498852948941,-33.54100359001845,-35.527868856964986,-33.38302053437822,-56.99587127881442,-56.873691555253885,-65.35618807967629,-62.62120232460727,-62.18365318446128,-64.76491614078287,-60.887972211677415,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.34626483283944,-93.58243011873446,-8.46401443558122,-97.55523498592021,-69.32005332949932,-100.0,-100.0,-100.0
11,-99.33181473041681,-79.73157698579394,-24.94854790819751,-35.52743722273428,-33.37847903648445,-35.50163935145382,-33.369469471070644,-56.969657243881066,-52.05086452961417,-62.22676521284566,-62.65352294450254,-64.21744781685126,-64.40747869066114,-60.887972211677415,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.34626483283944,-93.22589845972858,-9.045963703292514,-97.55523498592021,-62.951925348980296,-100.0,-100.0,-100.0
12,-99.33181473041681,-79.73157698579394,-24.963792958558898,-35.43565199881428,-33.446197602306114,-35.46229508244346,-33.30171419893689,-57.022085335222314,-55.16786850774762,-65.02594747613087,-62.86360698044108,-65.71603333505882,-63.96755567720583,-60.87711680501876,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.34626483283944,-93.69652024993411,-6.656366690723541,-97.55523498592021,-63.296996314179445,-100.0,-100.0,-100.0
13,-99.33181473041681,-79.73157698579394,-25.085753486337495,-35.46187634543671,-33.36493531444411,-35.42295081343309,-33.41012263879131,-56.99587127881442,-51.38404279290792,-64.75860984346244,-62.66968325577403,-65.71603333505882,-64.17376959117075,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-80.34626483283944,-93.79634911479222,-4.962018809494019,-97.55523498592021,-63.296996314179445,-100.0,-100.0,-100.0
14,-99.33181473041681,-79.73157698579394,-25.024773234936944,-35.59299810003185,-33.419110180415444,-35.46229508244346,-33.38302053437822,-56.982764272085014,-51.05838565858883,-61.644912720639326,-63.623141562542344,-62.7035706087365,-62.854000550804855,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-84.07609276788816,-93.53964631970983,-21.668597925339988,-97.58560473776998,-63.830287817531925,-100.0,-100.0,-100.0
15,-99.33181473041681,-79.73157698579394,-25.100998536698867,-35.56677375340942,-33.50037244608744,-35.54098359897698,-33.38302053437822,-56.99587127881442,-51.53911762603342,-65.93804057188261,-58.85585003134848,-62.32127838360465,-65.91971404997683,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-79.83327990191438,-93.53964631970983,-19.93305009983677,-97.58560473776998,-61.03834993343449,-100.0,-100.0,-100.0
16,-99.33181473041681,-79.73157698579394,-24.963792958558898,-35.46187634543671,-33.459741302156445,-35.5147540934658,-33.39657157548373,-57.08762041181843,-54.03582227166485,-65.19893064990733,-62.75048480683607,-64.85969875286801,-63.6101182293365,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-83.55242065199653,-93.66799771725103,-24.454744439513135,-97.5704198619695,-63.18720100239819,-100.0,-100.0,-100.0
17,-99.33181473041681,-79.73157698579394,-24.994283084259166,-35.60611028408455,-33.459741302156445,-35.55409836247617,-33.42367370209887,-57.06140637688508,-56.703109248978805,-62.1009592685152,-63.6716224937091,-62.61182047430398,-63.678856199907344,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-81.74628620704128,-93.58243011873446,-24.66074418619485,-97.70708374467151,-70.24547093901387,-100.0,-100.0,-100.0
18,-96.90205011375069,-56.033304330803944,-50.14863938464415,-57.254310622907724,-55.67142953807174,-57.19344262237595,-55.60674841772012,-57.06140637688508,-67.2637047369356,-74.8388111339071,-75.04848092984291,-77.50592552946324,-74.55320319016333,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-81.74628620704128,-93.3114660563759,-27.08124115950042,-97.4033862274177,-65.74386323307773,-100.0,-100.0,-100.0
19,-96.90205011375069,-56.033304330803944,-50.05716898256583,-56.913394095333125,-55.60371097225007,-57.03606556782171,-55.552544208893934,-57.07451340508902,-64.73598511197534,-72.40132096218228,-71.50937297849873,-72.59729336989429,-74.55320319016333,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-81.74628620704128,-93.3114660563759,-23.24449595412601,-97.4033862274177,-62.7323347254178,-100.0,-100.0,-100.0
20,-96.90205011375069,-56.033304330803944,-50.11814923396636,-57.16252539898772,-55.71206068200274,-56.97049179330017,-55.56609527220151,-57.00897830701837,-67.48080949060757,-72.92027048093513,-71.44473173606048,-72.44437648084372,-74.55320319016333,-62.65740338854707,-96.88610035286482,-98.61079631689125,-77.92256421739431,-81.74628620704128,-93.3114660563759,-24.943993831764843,-97.4033862274177,-65.13214650335317,-100.0,-100.0,-100.0
21,-96.90205011375069,-52.914129479797396,-49.996188731165276,-56.88716972722771,-55.684973237922065,-57.140983611353604,-55.63385052213321,-57.07451340508902,-66.48833061958223,-74.4771190423467,-71.44473173606048,-77.70471748573007,-74.55320319016333,-62.65740338854707,-96.5988960161804,-98.61079631689125,-77.92256421739431,-66.95522069870216,-93.33998859092824,-26.391142022038952,-97.4033862274177,-73.06877891879981,-100.0,-100.0,-100.0
22,-96.90205011375069,-51.05008077370921,-49.96569860546501,-56.847833218035554,-55.63079839414074,-57.08852457884405,-55.57964631330703,-57.140048503159676,-66.68992788994166,-72.27551501785183,-75.95345830544446,-77.97996788652219,-74.55320319016333,-62.65740338854707,-96.5988960161804,-98.61079631689125,-77.92256421739431,-66.95522069870216,-93.33998859092824,-28.69833913762279,-97.4033862274177,-73.06877891879981,-100.0,-100.0,-100.0
23,-96.90205011375069,-51.05008077370921,-50.04192393220444,-56.834721033982845,-55.563079828319076,-57.02295082580972,-55.57964631330703,-57.03519234195172,-67.20167480876688,-72.7315615657277,-71.25080801404114,-77.65884241851381,-74.82815507244669,-62.65740338854707,-96.7349401757016,-98.61079631689125,-77.92256421739431,-65.0208400271441,-93.33998859092824,-23.857345188480327,-97.28190722051617,-69.27299818853638,-100.0,-100.0,-100.0
24,-96.90205011375069,-53.237231261491644,-50.14863938464415,-56.97895495114771,-55.576623550359415,-56.931147545777016,-55.49834000006776,-57.022085335222314,-67.20167480876688,-72.25978927384432,-71.88106011391362,-76.38963223388214,-75.04811657917435,-62.65740338854707,-96.7349401757016,-98.61079631689125,-77.92256421739431,-65.0208400271441,-93.3114660563759,-28.47173942133555,-97.28190722051617,-69.16320287675514,-100.0,-100.0,-100.0
25,-96.90205011375069,-50.98794582430497,-50.14863938464415,-56.88716972722771,-55.576623550359415,-57.16721311686478,-55.5931973766146,-57.00897830701837,-67.13964487805742,-74.61865073068466,-74.48287006976098,-76.43550730109838,-75.35056365148797,-62.65740338854707,-96.7349401757016,-98.61079631689125,-77.92256421739431,-65.0208400271441,-93.3114660563759,-31.160036060264698,-97.28190722051617,-69.16320287675514,-100.0,-100.0,-100.0
26,-96.90205011375069,-53.27451224335023,-50.072414057904716,-57.00517931925313,-55.53599240642841,-57.009836062310534,-55.53899316778842,-57.03519234195172,-67.13964487805742,-73.0460764252656,-71.92954104508038,-74.17233733513253,-75.35056365148797,-62.65740338854707,-96.7349401757016,-98.61079631689125,-77.92256421739431,-65.17046063418599,-93.55390758605137,-31.160036060264698,-97.28190722051617,-69.16320287675514,-100.0,-100.0,-100.0
27,-90.67577828416577,-46.97402759193289,-50.102904183604984,-57.201861929662854,-55.698516959962404,-57.2459016333983,27.434108007369076,7.372698081983401,-66.05412111223828,-77.27630130563192,-72.43051066537177,-75.79325636508163,-0.4399230179600977,-25.67303518260143,-90.46179282776217,-98.61079631689125,-77.92256421739431,-42.12888748242476,-88.0490587562523,-30.691386646056262,-91.20795687543992,-34.985491341344634,-100.0,-100.0,-13.514473264579777
